Id,Source,Translation,Comment
JWK-GameSetting-Gameplay-EnemyLootBalancing,Enemy loot balancing,,
JWK-GameSetting-Gameplay-EnemyLootBalancing-Description,"Dynamically adjusts loot found on killed enemies, making scavenging for items more diverse and sustained use of enemy weapons more challenging. Disable if you want abundance of enemy equipment.",,
JWK-GameSetting-Gameplay-EpiSelfRevive,Epinephrine self-revive,,
JWK-GameSetting-Gameplay-EpiSelfRevive-Description,Can the epinephrine be self-administered by a downed player.,,
JWK-GameSetting-Gameplay-EpiWithstandTime,Withstand time,,
JWK-GameSetting-Gameplay-EpiWithstandTime-Description,How long does the player have to withstand in the downed state in order to self-administer epinephrine.,,
JWK-GameSetting-Gameplay-Heat-Description,How long does it take to lose maximum heat level (wanted state).,,
JWK-GameSetting-Gameplay-InfiniteInventory-Description,"Automatically resupplies AI units with ammunition and consumable items as they are used. Enable for longer and more intense firefights, disable if you use other mods that enable AI to resupply autonomously.",,
JWK-GameSetting-Gameplay-InfiniteInventoryEnemy,Infinite inventory (enemy AI),,
JWK-GameSetting-Gameplay-InfiniteInventoryFriendly,Infinite inventory (friendly AI),,
JWK-GameSetting-Gameplay-LockBoxes,Allow storage locking,,
JWK-GameSetting-Gameplay-LockBoxes-Description,"Only relevant in multiplayer. If turned off, any already locked player containers will become accessible, but the ownership data is not cleared, and the setting may be reverted.",,
JWK-GameSetting-Gameplay-LockVics,Allow vehicle locking,,
JWK-GameSetting-Gameplay-LockVics-Description,"Only relevant in multiplayer. If turned off, any already locked vehicles will become accessible, but the ownership data is not cleared, and the setting may be reverted.",,
JWK-GameSetting-Gameplay-MedicalSystem,Medical system,,
JWK-GameSetting-Gameplay-MeleeBloodChance,Melee blood chance,,
JWK-GameSetting-Gameplay-MeleeBloodChance-Description,Chances for the player clothing to get bloodied when performing melee attacks.,,
JWK-GameSetting-Gameplay-NudismIllegal,Nudity is illegal,,
JWK-GameSetting-Gameplay-NudismIllegal-Description,"Enable to treat players who are missing shirts, pants or shoes as combatants.",,
JWK-GameSetting-Gameplay-Resting,Resting,,
JWK-GameSetting-Gameplay-RestingHeals,Resting heals,,
JWK-GameSetting-Gameplay-RestingRunsEconomy,Resting runs economy,,
JWK-GameSetting-Gameplay-RestingRunsEconomy-Description,"Select to enable factory production, ports and fuel stations resupplying, supporters income and other economy aspects to be processed during resting (time skip).",,
JWK-GameSetting-Gameplay-VehicleHeatTime,Vehicle heat cooldown,,
JWK-GameSetting-General,General,,
JWK-GameSetting-HNM-CapHostiles,Cap hostiles,,
JWK-GameSetting-HNM-CapHostiles-Description,"If enabled, only non-supporters can turn into hostiles. This reduces the possibility of losing support due to player actions.",,
JWK-GameSetting-HNM-PunishOtherCivDeaths,Civilian deaths cause hostility,,
JWK-GameSetting-HNM-PunishOtherCivDeaths-Description,Enable to add negative modifiers for any civilian deaths unrelated to players' activity.,,
JWK-GameSetting-HNM-PunishPlayerCivKills,Killing civilians causes hostility,,
JWK-GameSetting-HNM-PunishPlayerCivKills-Description,Enable to add negative modifiers for civilian deaths caused by players.,,
JWK-GameSetting-HUD-CharacterHeatStatus,Character heat indicator,,
JWK-GameSetting-HUD-CombatantStatus,Combatant appearance indicator,,
JWK-GameSetting-HUD-DetectionStatus,Detection indicator,,
JWK-GameSetting-HUD-IllegalAreaStatus,Illegal area indicator,,
JWK-GameSetting-HUD-UndercoverStatus,Undercover state indicator,,
JWK-GameSetting-HUD-VehicleHeatStatus,Vehicle heat indicator,,
JWK-GameSetting-HUD-VisibilityStatus,Visibility indicator,,
JWK-GameSetting-Misc,Misc.,,
JWK-GameSetting-Misc-AmbientTrafficIntensity,Ambient traffic intensity,,
JWK-GameSetting-Misc-AmbientTrafficIntensity-Description,"Determines the amount of civilian road traffic in the world. Leave at the default value to use the one defined by the scenario author. 0% means the lowest intensity, not a complete absence of traffic.",,
JWK-GameSetting-Misc-AntiGriefer,Anti-griefing,,
JWK-GameSetting-Misc-AntiHonker,Disable AI car horns,,
JWK-GameSetting-Misc-AntiHonker-Description,"Disables the horn sound for cars controlled by AI drivers. This suppresses only the sound, not the underlying logic, so pedestrians will still get out of the way.",,
JWK-GameSetting-Misc-GarageRetrievalMinDist,Min. garage retrieval distance,,
JWK-GameSetting-Misc-GrieferScore-Description,"Determines how inflicting damage on and killing characters of this type increases the player's griefer score. After reaching a certain threshold, the player will be punished for further attacks. Set to 0 to disable.",,
JWK-GameSetting-Misc-GrieferScoreCivs,Civilian attacks impact,,
JWK-GameSetting-Misc-GrieferScoreFriendlies,Friendly AI attacks impact,,
JWK-GameSetting-Misc-GrieferScorePvp,PvP attacks impact,,
JWK-GameSetting-Misc-LocalPlayerMarker,Local player marker,,
JWK-GameSetting-Misc-NametagsStatus,Status indicators in nametags,,
JWK-GameSetting-Misc-NametagsStatus-Description,Displays status indicators of other players in their nametags. Specific indicators have to be also enabled in HUD section.,,
JWK-GameSetting-Misc-RemotePlayersMarkers,Remote players markers,,
JWK-GameSetting-Misc-ShowSettings,Allow settings access,,
JWK-GameSetting-Misc-ShowSettings-Description,Whether regular players are allowed to access this menu in a view-only mode and see which settings are enabled. Only relevant for servers.,,
JWK-GameSetting-Misc-TppCamera,Third person camera,,
JWK-GameSetting-Misc-TppCamera-Default,Default,,
JWK-GameSetting-Misc-TppCamera-Description,Options other than <b>Default</b> require third person view to be enabled in Reforger server settings.,,
JWK-GameSetting-Misc-TppCamera-DriverOnly,Driver only,,
JWK-GameSetting-Misc-TppCamera-PassengerOnly,Passenger only,,
JWK-GameSetting-Misc-TppCamera-VehicleOnly,Vehicle only,,
JWK-GameSetting-Respawn-BodyMode,Player body behavior,,
JWK-GameSetting-Respawn-BodyMode-Collect,Collect,,
JWK-GameSetting-Respawn-BodyMode-Description,"<b>Generic</b> - player bodies are treated just like AI. <b>Keep last</b> - one, last player body is never collected. <b>Collect</b> - player body will be collected as soon as there is nobody near it. Changing this will not affect bodies already existing in the world.",,
JWK-GameSetting-Respawn-BodyMode-Generic,Generic,,
JWK-GameSetting-Respawn-BodyMode-KeepLast,Keep last,,
JWK-GameSetting-Respawn-Civilian,Civilian,,
JWK-GameSetting-Respawn-LoadoutHandgun,Include handgun,,
JWK-GameSetting-Respawn-LoadoutMap,Include map,,
JWK-GameSetting-Respawn-MoneyCost,Money cost,,
JWK-GameSetting-Respawn-MoneyGuarantee,Protected money balance,,
JWK-GameSetting-Respawn-MoneyGuarantee-Description,Respawn money cost is not deducted if player's balance is below this threshold.,,
JWK-GameSetting-Respawn-Resistance,Resistance,,
JWK-GameSetting-Respawn-ResistanceLoadoutItem-Description,Should this item be always included in player inventory when spawning as a resistance fighter.,,
JWK-GameSetting-Respawn-SuppliesCost,Supplies cost,,
JWK-GameSetting-Respawn-SuppliesCost-Description,Cost of respawning as a resistance member in operating bases.,,
JWK-GameSetting-Respawn-SupporterCost,Supporters cost,,
JWK-GameSetting-Respawn-SupporterCost-Description,Number of supporters deducted for spawning as a civilian.,,
JWK-GameSetting-Start-FactoryStock-Description,"Higher stock levels allow faster early-game progression, since you can start raiding factories earlier. This only affects the initial allocation.",,
JWK-GameSetting-Start-FactoryStockMax,Factory stock levels (max.),,
JWK-GameSetting-Start-FactoryStockMin,Factory stock levels (min.),,
JWK-GameSetting-Start-InitialSupport,Initial supporters,,
JWK-GameSetting-Start-InitialSupport-Description,Resistance supporters act as respawn tickets. Increase this if you're playing in a larger group.,,
JWK-GameSetting-Start-InitialSupportSpread,Support distribution,,
JWK-GameSetting-Start-InitialSupportSpread-Cluster,Clustered,,
JWK-GameSetting-Start-InitialSupportSpread-Description,"<b>Clustered</b> distribution will place your initial supporters in the same region of the map. <b>Spreaded</b> will randomize them throughout entire map, which can make the beginning harder on large maps.",,
JWK-GameSetting-Start-InitialSupportSpread-Spread,Spreaded,,
JWK-GameSetting-Start-Money,Initial money,,
JWK-GameSetting-Start-Money-Description,This amount is given to each new player on their first spawn.,,
JWK-GameSetting-System-MaxBodies,Dead bodies limit,,
JWK-GameSetting-System-MaxBodies-Description,Total limit of dead AI bodies across the world. Set 0 for no limit.,,
JWK-GameSetting-System-MaxBodiesPerCell,Dead bodies local limit,,
JWK-GameSetting-System-MaxBodiesPerCell-Description,Limit of dead AI bodies per 50x50 meters. Set 0 for no limit.,,
JWK-GameSetting-System-MaxItems,Loot items limit,,
JWK-GameSetting-System-MaxItems-Description,Total limit of loose loot items in the world. Set 0 for no limit.,,
JWK-GameSetting-System-MaxItemsPerCell,Loot items local limit,,
JWK-GameSetting-System-MaxItemsPerCell-Description,Limit of loose loot items per 50x50 meters. Set 0 for no limit.,,
JWK-GameSetting-System-PersistentDestruction,Persistent destruction,,
JWK-GameSetting-System-PersistentDestruction-Description,Server needs to be restarted for this setting to take effect.,,
JWK-GameSetting-Travel-BusFlatRate,Bus price (flat rate),,
JWK-GameSetting-Travel-BusPricePerKm,Bus price (per km),,
JWK-GameSetting-Travel-EnableFastTravel,Enable fast travel,,
JWK-GameSetting-Travel-EnableFastTravel-Description,Fast travel allows to teleport around the map using a vehicle.,,
JWK-GameSetting-Travel-FastAllowDirtRoads,Allow on dirt roads,,
JWK-GameSetting-Travel-FastAllowDirtRoads-Description,"Enable to allow fast travel using dirt roads, greatly expanding the area accessible by fast travel.",,
JWK-GameSetting-Travel-FastFuelFactor,Fuel consumption,,
JWK-GameSetting-Travel-FastFuelFactor-Description,Determines amount of fuel required for fast travel. Separate from the global fuel consumption factor defined in GM.,,
JWK-GameSetting-Travel-FastMinDistance,Fast travel min. distance,,
JWK-GameSetting-Travel-FastTravel,Fast travel,,
JWK-GameSetting-Travel-FerryFlatRate,Ferry price (flat rate),,
JWK-GameSetting-Travel-FerryPricePerKm,Ferry price (per km),,
JWK-GameSetting-Travel-ShowFastTravelDetails,Show trip details,,
JWK-GameSetting-Travel-ShowFastTravelDetails-Description,"Enable to show fast travel route and trip details in map view. If player markers are disabled, this feature may be abused to learn player location.",,
JWK-GameSettingsGroup-Balance,Balance,,
JWK-GameSettingsGroup-Balance-Hint,Warning: non-standard settings in this section can cause massive amounts of AI to be spawned and lead to performance issues. Use with caution.,,
JWK-GameSettingsGroup-Economy,Economy,,
JWK-GameSettingsGroup-Gameplay,Gameplay,,
JWK-GameSettingsGroup-HUD,HUD,,
JWK-GameSettingsGroup-HeartsAndMinds,Hearts and minds,,
JWK-GameSettingsGroup-Misc,Misc.,,
JWK-GameSettingsGroup-Respawn,Respawn,,
JWK-GameSettingsGroup-Start,Start,,
JWK-GameSettingsGroup-System,System,,
JWK-GameSettingsGroup-Travel,Travel,,
JWK-GameSettingsUI-ClipboardExport,Export to clipboard,,
JWK-GameSettingsUI-ClipboardImport,Import from clipboard,,
JWK-GameSettingsUI-Preset,Preset,,
JWK-GameSettingsUI-Title,Game settings,,
JWK-GameSettingsUI-ViewOnlyDisclaimer,This menu is in view-only mode. You need to be logged in as an administrator to change the settings.,,
JWK-GarageUI-AbandonAction,Abandon,,
JWK-GarageUI-AvailableFunds,Available funds:,,
JWK-GarageUI-CostPerKm,Cost per km:,,
JWK-GarageUI-ProcurementAction,Procurement,,
JWK-GarageUI-ProcurementCost,Procurement cost:,,
JWK-GarageUI-RetrievalCost,Retrieval cost:,,
JWK-GarageUI-RetrievalDistance,Distance:,,
JWK-GarageUI-RetrievalFee,Retrieval fee:,,
JWK-GarageUI-RetrieveAction,Retrieve,,
JWK-GarageUI-Title-FieldGarage,Field Garage,,
JWK-GarageUI-Title-Garage,Garage,,
JWK-GarageUI-Title-Helipad,Helipad,,
JWK-GarageUI-Title-VehicleDepot,Vehicle Depot,,
JWK-Hideout-Endangered,This hideout is not operational due to imminent danger.,,
JWK-Hint-AdminGenericOk,Admin action performed successfully.,,
JWK-Hint-BuildingCantBuildAny,You cannot build anything here.,,
JWK-Hint-BuildingCantBuildThis,You cannot build this here.,,
JWK-Hint-CantDoDisabledRadio,You cannot do that with a disabled radio.,,
JWK-Hint-CantDoEnemiesNearby,You cannot do this with enemies nearby.,,
JWK-Hint-CantDoHostileTerritory,You cannot do that in enemy territory.,,
JWK-Hint-CantDoInIllegalZone,You cannot do this in illegal zone.,,
JWK-Hint-CantDoInMovingVehicle,Your vehicle must not be moving to do this.,,
JWK-Hint-CantDoInVehicle,You cannot do that while in vehicle.,,
JWK-Hint-CantDoNotEnoughMoney,You do not have enough money.,,
JWK-Hint-CantDoNotEnoughResources,You do not have required resources.,,
JWK-Hint-CantDoUndercover,You cannot do that while undercover.,,
JWK-Hint-CantDoWhenCombatant,You cannot do that while carrying weapons or in uniform. Hide your weapon and/or swap clothes.,,
JWK-Hint-CantDoWhenWanted,You cannot do that while being wanted. Wait until heat drops off and come back later.,,
JWK-Hint-CantDoWithoutMap,You need a map to do that.,,
JWK-Hint-CantDoWithoutWatch,You need a watch to do that.,,
JWK-Hint-CivilianExtortionExtorted,You extorted change money from this person. They will support the enemy from now on!,,
JWK-Hint-CivilianExtortionNoMoney,This person has no money to extort.,,
JWK-Hint-CivilianSupporterAlreadySupports,This person already supports the resistance.,,
JWK-Hint-CivilianSupporterConvertedOK,You have convinced this person to support resistance.,,
JWK-Hint-CivilianSupporterIsHostile,This person supports enemy and cannot be convinced to your cause.,,
JWK-Hint-CivilianSupporterNotConverted,You failed to convince this person to support your cause.,,
JWK-Hint-ConversationCantTalk,You can't talk with this person right now.,,
JWK-Hint-FastTravelArrived,You arrived at your fast travel destination.,,
JWK-Hint-FastTravelFailed,This fast travel cannot be performed.,,
JWK-Hint-FuelTransferFailed,Failed to transfer the fuel.,,
JWK-Hint-FuelTransferOk,Fuel transferred.,,
JWK-Hint-FuelTransferTooFarAway,You are too far away to transfer the fuel.,,
JWK-Hint-GarageParkInvalidSpotDomain,This vehicle cannot be parked on this type of spot.,,
JWK-Hint-GarageParkOk,Vehicle has been parked. You can now use the garage to retrieve the vehicle from far away.,,
JWK-Hint-GarageParkSpotTooSmall,This vehicle is too large to fit into that parking spot.,,
JWK-Hint-GarageProcurementFailed,Could not procure the vehicle.,,
JWK-Hint-GarageRetrieveSpotObstructed,Vehicle cannot be retrieved because the parking spot is obstructed.,,
JWK-Hint-GarageRetrieveVehicleTooClose,Vehicle is too close to be retrieved.,,
JWK-Hint-GarageSpotInUse,Another vehicle is already assigned to this parking slot. You can abandon that vehicle and free up the spot by accessing garage management.,,
JWK-Hint-GarageSpotNoVehicle,There is no vehicle assigned to the parking spot.,,
JWK-Hint-GarageSpotObstructed,The parking spot is obstructed.,,
JWK-Hint-GrieferPunished,You have been punished for friendly fire!,,
JWK-Hint-GrieferWarning,Friendly fire is not tolerated. You will be punished if you continue to attack friendlies.,,
JWK-Hint-InventoryCantStoreItem,You do not have enough space in inventory to store the item. It has been placed on the ground.,,
JWK-Hint-LockpickBroken,Your lockpick has broken.,,
JWK-Hint-LockpickFailed,You failed to pick the lock.,,
JWK-Hint-MoneyTransferNoRecipients,There is no one nearby to transfer money to.,,
JWK-Hint-MoneyTransferSent,Money has been transferred.,,
JWK-Hint-MoneyTransferTooFarAway,You are too far away to transfer money.,,
JWK-Hint-NewGame-FactionAmbientDuplicated,The same faction cannot be used as civilians and a conflict side simultaneously. Please select different factions to continue.,,
JWK-Hint-NewGame-FactionEnemyAsFriendly,The same faction cannot be used as enemy and allied forces simultaneously. Please select different factions to continue.,,
JWK-Hint-NewGame-FactionPlayerDuplicated,The same faction cannot be selected for players and another conflict side simultaneously. Please select different factions to continue.,,
JWK-Hint-Ownership-Abandoned,You have abandoned ownership over this item.,,
JWK-Hint-Ownership-Taken,You claimed ownership over this item. This allows you to control who can access it.,,
JWK-Hint-PlacementCantAttachToThis,This item cannot be attached to this object.,,
JWK-Hint-PlacementCantPlaceAny,You cannot place anything here.,,
JWK-Hint-PlacementCantPlaceThis,You cannot place this here.,,
JWK-Hint-PlacementDenyCheckpoint,You are too close to an enemy checkpoint to place here.,,
JWK-Hint-PlacementDenyEnemyCamp,You are too close to an enemy camp to place here.,,
JWK-Hint-PlacementDenyFactory,You are too close to a factory to place here.,,
JWK-Hint-PlacementDenyIllegalArea,You cannot place this in an illegal zone.,,
JWK-Hint-PlacementDenyMilitaryBase,You are too close to a military base to place here.,,
JWK-Hint-PlacementDenyPlayerCamp,You are too close to a camp to place here.,,
JWK-Hint-PlacementDenyPlayerFob,You are too close to an existing FOB to place here.,,
JWK-Hint-PlacementDenyPort,You are too close to a port to place here.,,
JWK-Hint-PlacementDenyRadarSite,You are too close to an enemy radar site to place here.,,
JWK-Hint-PlacementDenyRadioTower,You are too close to an enemy radio tower to place here.,,
JWK-Hint-PlacementDenyTown,You are too close to a town to place here.,,
JWK-Hint-PlacementLimitReached,No more objects can be placed in this area.,,
JWK-Hint-PlacementMustPlaceOnWall,This item has to be placed on a vertical surface.,,
JWK-Hint-PosterAlreadyPostered,A poster has been already placed here.,,
JWK-Hint-PosterAnotherTooClose,Selected placement is too close to another poster.,,
JWK-Hint-PosterAreaMaxed,No more posters can be placed in this area.,,
JWK-Hint-ResourcesNotEnoughSpaceToStore,There is no space left to store the resources.,,
JWK-Hint-ResourcesTransferFailed,Failed to transfer resources.,,
JWK-Hint-ResourcesTransferOk,Resources have been transferred.,,
JWK-Hint-RespawnLocationUnavailable,This respawn location is now unavailable.,,
JWK-Hint-RespawnNoLocationsAvailable,You can't respawn at any location right now.,,
JWK-Hint-ShopBusinessHoursClosed,This shop is currently closed. Come back later within business hours.,,
JWK-Hint-ShopPlayerCantStoreItem,You have no space in your inventory to buy this item.,,
JWK-Hint-ShopStorageNoSpace,Not enough space in storage to perform purchase.,,
JWK-Hint-ShopVehicleNoSpot,No free spot to place the vehicle.,,
JWK-Hint-TownDonateNoSupplies,You do not have any supplies that could be donated.,,
JWK-Hint-TownDonateOk,You have donated supplies to the town.,,
JWK-HistoryEvent-CivilianDeath,"%1, a civilian, has been killed near %2.",,
JWK-HistoryEvent-PlayerDeath,%1 has been killed near %2.,,
JWK-HistoryEvent-PlayerDeathFriendlyFire,%1 has been killed by friendly fire near %2.,,
JWK-HistoryEvent-PlayerDeathSuicide,%1 has died near %2.,,
JWK-HistoryEvent-ResistanceDeath,"%1, a %3 fighter, has been killed near %2.",,
JWK-HistoryEvent-ResistanceDeathFriendlyFire,"%1, a %3 fighter, has been killed near %2 by friendly fire.",,
JWK-InventoryUI-HintBloodied,Your clothes are bloodied.,,
JWK-Item-AliceMediumBackpack-Description,Medium size civilian backpack produced on Nogova. Copy of a US design.,,
JWK-Item-AliceMediumBackpack-Name,Orlík backpack,,
JWK-Item-BriefcaseProp-Desc,"Locked briefcase with unknown, but seemingly very important contents.",,
JWK-Item-BriefcaseProp-Name,Important briefcase,,
JWK-Item-CampingKit-Description,"Can be used to establish a camp, creating a jump-off point for the resistance. After placing, the camp can be dismantled and the kit may be reused.",,
JWK-Item-CampingKit-Name,Camping kit,,
JWK-Item-IIFSCIV-Description,"Largest backpack from the Batohárna Lipany product line, copy of a US design.",,
JWK-Item-IIFSCIV-Name,Expedice backpack,,
JWK-Item-Keys-Description,A set of generic keys.,,
JWK-Item-Keys-Name,Keys,,
JWK-Item-KolobokCIV-Description,"Small tourist backpack, copy of a Soviet design.",,
JWK-Item-KolobokCIV-Name,Skautík backpack,,
JWK-Item-PrisonKeys-Description,A set of prison keys.,,
JWK-Item-PrisonKeys-Name,Prison keys,,
JWK-Item-R148-FIA,R-148 Radio (FIA),,
JWK-Item-R148-USSR,R-148 Radio (USSR),,
JWK-Item-Tent-Description,"Tents can be deployed at camps to enable respawning. They are single use, but can be picked up and moved.",,
JWK-Item-Tent-Name,Tent,,
JWK-Item-VeshmeshokCIV-Description,"Small personal backpack, a copy of Soviet military design. Produced by Batohárna Lipany n.p. on Nogova.",,
JWK-Item-VeshmeshokCIV-Name,Jiskra backpack,,
JWK-ItemHint-Bloodied,Soaked in blood. Wearing this will make you suspicious.,,
JWK-ItemHint-NonCivilianItem,Illegal when used by civilians.,,
JWK-ItemHint-Undercover,Can be used in disguise.,,
JWK-Journal-ResistancePassphrases-Intro,"%1 uses passphrases to avoid deconspiration, as listed in the schedule below. Make sure to use the correct one when contacting resistance members to authenticate yourself.",,
JWK-Journal-ResistanceRadioSchedule-Intro,"%1 changes its operating radio frequency according to the listing below. To establish radio communication with HQ, you must use the correct passphrase while within range of a controlled radio tower.",,
JWK-JournalContent-Objectives,Objectives,,
JWK-JournalEntry-ContactPerson,Contact person,,
JWK-JournalEntry-Coordinates,Coordinates,,
JWK-JournalEntry-Location,Location,,
JWK-JournalEntry-Target,Target,,
JWK-JournalText-Job-ClearCamp,"The occupier has deployed a SOF group to hunt one of our leaders down. Luckily enough, we have intel on their camping location. Find the camp and eliminate the group.",,
JWK-JournalText-Job-DeliverItem,You have to deliver a very important... whatever. It's not your business. The briefcase is locked anyway. Just don't lose it and bring it in one piece to the recipient.,,
JWK-JournalText-Job-DeliverItem-LocationTown,%1,,
JWK-JournalText-Job-HarassMilitaryBase,"We need distraction. Engage with the enemy garrison and stay in contact until they launch an alarm. Do not try to capture it, once the alarm goes off you should back off immediately. This will be enough to keep their QRF busy for a moment.",,
JWK-JournalText-Job-Jailbreak,Our intelligence has credible information that captives are currently being held at one of the enemy prisons.,,
JWK-JournalText-Job-Jailbreak-Deaths,"Ensure that none of the captives are killed during the escape, as this would put us in a very bad light.",,
JWK-JournalText-Job-Jailbreak-GetAway,"Your task is to liberate them and escort them to a safe location, out of enemy fire and at a reasonable distance from the prison.",,
JWK-JournalText-Job-KillEnemyHvt,"We received information about a high value target being present at one of the enemy locations. Your task is to eliminate the target by any means necessary. Once done, report back to the resistance.",,
JWK-JournalText-Location-Geo,near %1,,
JWK-JournalText-Location-HideoutGeo,resistance hideout near %1,,
JWK-JournalText-Location-TownHideout,resistance hideout in %1,,
JWK-JournalText-Person-ResistanceOfficer,resistance officer,,
JWK-JournalText-Person-ResistanceOperative,resistance operative,,
JWK-JournalText-Q-IntroDogtags-01,Collect %1 enemy dogtags and turn them in to a resistance trader to prove yourself trustworthy.,,
JWK-JournalText-Q-IntroDogtags-02,Dogtags are worn by all enemy service members and are very valuable as a proof and a trophy.,,
JWK-JournalText-Q-IntroFob-01,We need to set up an operating base to ramp up the resistance operations. Find a suitable place and establish a FOB. You will need an entrenching tool and some money to do that. Change your map mode to check potential building locations.,,
JWK-JournalText-Q-IntroFob-02,Make sure to select a secluded spot away from the main roads. You don't want the enemy to know your camping location.,,
JWK-JournalText-Q-IntroPlaceholder-01,"For now, the main questline ends here. Capture control over all significant locations on the map in any order you like to win the revolution. Good luck!",,
JWK-JournalText-Q-IntroPosters-01,"Buy a propaganda poster from the resistance trader and poster at least %1 locations. Once done, report back for further tasks.",,
JWK-JournalText-Q-IntroPosters-02,Places that can be postered are marked on your map.,,
JWK-JournalText-Q-IntroResistance-01,Make contact with the resistance movement. Your friend in the organisation has left you a phone number: <b>%1</b> and a list of passphrases to use once you get through.,,
JWK-JournalText-Q-IntroResistance-02,Use a payphone to make the call and arrange a meeting. You wil receive further instructions in person.,,
JWK-JournalText-Q-IntroResistance-03,"If you need to travel a long distance, use public transport or hijack a car.",,
JWK-JournalText-Q-IntroResistance-04,"When in doubt, make sure to check out the Field Manual.",,
JWK-JournalText-Target-EnemyOfficer,enemy officer,,
JWK-JournalTitle-Info-PassSchedule,Passphrase schedule.,,
JWK-JournalTitle-Info-RadioSchedule,Radio frequency schedule.,,
JWK-JournalTitle-Job-ClearCamp,Clear enemy camp.,,
JWK-JournalTitle-Job-DeliverItem,Special delivery.,,
JWK-JournalTitle-Job-HarassMilitaryBase,Create distraction.,,
JWK-JournalTitle-Job-Jailbreak,Jailbreak.,,
JWK-JournalTitle-Job-KillEnemyHvt,Eliminate HVT.,,
JWK-JournalTitle-Story-Dogtags,Collect enemy dogtags.,,
JWK-JournalTitle-Story-FOB,Establish a FOB.,,
JWK-JournalTitle-Story-FindResistance,Find resistance.,,
JWK-JournalTitle-Story-Placeholder,Defeat the enemy.,,
JWK-JournalTitle-Story-PosterUp,Poster up.,,
JWK-JournalUI-CurrentDayNo,Day %1,,
JWK-JournalUI-Next,Next,,
JWK-JournalUI-Prev,Previous,,
JWK-JournalUI-Title,Journal,,
JWK-Keybind-Category-General,General,,
JWK-Keybind-RadialMenu,Radial menu,,
JWK-Kolguyev-HamertinSawmill,Hamertin Sawmill,,
JWK-Kolguyev-SoumontSawmill,Soumont Sawmill,,
JWK-LocationName-CampFormat,Camp %1,,
JWK-LocationName-FobFormat,FOB %1,,
JWK-LockpickItem-Desc,Simple tool that can be used to open locks.,,
JWK-LockpickItem-Name,Lockpick,,
JWK-MapLegend-Airport,Airport,,
JWK-MapLegend-Armory,Armory,,
JWK-MapLegend-BusStop,Bus stop,,
JWK-MapLegend-Camp,Camp,,
JWK-MapLegend-ClothingStore,Clothing store,,
JWK-MapLegend-FOB,FOB,,
JWK-MapLegend-Factory,Factory,,
JWK-MapLegend-FerryStop,Ferry stop,,
JWK-MapLegend-FuelStation,Fuel station,,
JWK-MapLegend-Garage,Garage,,
JWK-MapLegend-GeneralStore,General store,,
JWK-MapLegend-Helipad,Helipad,,
JWK-MapLegend-Jail,Jail,,
JWK-MapLegend-MOB,Military base,,
JWK-MapLegend-Mail,Post office,,
JWK-MapLegend-MedicalStore,Medical store,,
JWK-MapLegend-Phone,Phone booth,,
JWK-MapLegend-PlayerCamp,Player camp,,
JWK-MapLegend-Port,Port,,
JWK-MapLegend-Poster,Poster location,,
JWK-MapLegend-RadarSite,Radar site,,
JWK-MapLegend-RadioTower,Radio tower,,
JWK-MapLegend-RepairStation,Repair station,,
JWK-MapLegend-Resistance,Resistance,,
JWK-MapLegend-ResourceStorage,Resource storage,,
JWK-MapLegend-Town,Town,,
JWK-MapLegend-Village,Village,,
JWK-MapUI-Airport,Airport,,
JWK-MapUI-Camp,Camp,,
JWK-MapUI-CivilianSupply,Civilian Supply,,
JWK-MapUI-ControllingFaction,Controlling Faction,,
JWK-MapUI-DisplaySettings,Map display settings,,
JWK-MapUI-FactionNone,none,,
JWK-MapUI-Factory,Factory,,
JWK-MapUI-FactoryProductionRate,Produces %1 supplies per hour between 8:00 and 16:00 when under control of the resistance.,,
JWK-MapUI-ImportLocationTip,Control this location to import supporting faction vehicles.,,
JWK-MapUI-KeepTownControlTip,Keep control by maintaining at least %1% population support.,,
JWK-MapUI-MilitaryBase,Military Base,,
JWK-MapUI-PopulationSupport,Population Support,,
JWK-MapUI-Port,Port,,
JWK-MapUI-RadarSite,Radar Site,,
JWK-MapUI-RadarSiteTip,Destroy all radars to neutralize the site.,,
JWK-MapUI-RadioTower,Radio Tower,,
JWK-MapUI-ResistanceHIdeout,Hideout,,
JWK-MapUI-ResistanceHqHideout,HQ hideout,,
JWK-MapUI-Resources,Resources,,
JWK-MapUI-Settings-CampPlacement,Camp placement,,
JWK-MapUI-Settings-FobPlacement,FOB placement,,
JWK-MapUI-Settings-IllegalZones,Illegal zones,,
JWK-MapUI-Settings-RadioSignal,Radio signal,,
JWK-MapUI-Settings-TerritoryControl,Territory control,,
JWK-MapUI-SignalRange,Signal Range,,
JWK-MapUI-Stability,Stability,,
JWK-MapUI-TakeTownControlTip,Take control by raising population support to %1% and keeping the threat level below %2%.,,
JWK-MapUI-TakeTownControlTipBattle,Start the battle by increasing the threat level to %2% and ensuring at least %1% population support.,,
JWK-MapUI-Tents,Tents,,
JWK-MapUI-ThreatLevel,Threat Level,,
JWK-MapUI-TownHideout-CreateTip,Establish a hideout by raising population support to %1%.,,
JWK-MapUI-TownHideout-LoseTip,Keep population support above %1% to maintain the hideout.,,
JWK-MapUI-Travel-BusStop,Bus stop,,
JWK-MapUI-Travel-Cost,Travel will cost %1.,,
JWK-MapUI-Travel-FerryStop,Ferry stop,,
JWK-NewGameUI-AmbientFaction,Civilian faction,,
